"Ativo","Nome","Classe","Pais Sede","Ativo /|Cancelado","Data do Bal| Mais recente| consolid:sim*","Setor|Economatica","Tipo de Ativo","Bolsa / Fonte","Setor Econômico|Bovespa","ID da|empresa","Código","Setor NAICS|ult disponiv","Subsetor Bovespa","Segmento Bovespa","Segmento listagem|Bovespa"
"EZTC3<XBSP>","Eztec","ON","BR","ativo","2020-03-31","Construção","Ação","Bovespa","Consumo cíclico","02077","EZTC3","Construção de edifícios residenciais","Construção civil","Incorporações","Novo Mercado"
"FLCL3<XBSP>","F Cataguazes","ON","BR","cancelado","2020-03-31","Energia Elétrica","Ação","Bovespa","-","00327","FLCL3","Geração, transmissão e distribuição de energia elétrica","-","-","-"
"FHER3<XBSP>","Fer Heringer","ON","BR","ativo","2020-03-31","Química","Ação","Bovespa","Materiais básicos","02062","FHER3","Indústria de fertilizantes e pesticidas","Químicos","Fertilizantes e defensivos","Novo Mercado"
"FESA4<XBSP>","Ferbasa","PN","BR","ativo","2020-03-31","Siderur & Metalur","Ação","Bovespa","Materiais básicos","00306","FESA4","Fundição","Siderurgia e metalurgia","Siderurgia","Nível 1"
"FLRY3<XBSP>","Fleury","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Saúde","02188","FLRY3","Laboratório de exames médicos","Serviços médico-hospitalares análises e diagnósticos","Serviços médico-hospitalares análises e diagnósticos","Novo Mercado"
"FLEX3<XBSP>","Flex S/A","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Bens industriais","02435","FLEX3","Outros serviços de apoio","Serviços diversos","Serviços diversos","Bovespa Mais"
"FRAS3<XBSP>","Fras-Le","ON","BR","ativo","2020-03-31","Veiculos e peças","Ação","Bovespa","Bens industriais","00621","FRAS3","Indústria de autopeças","Material de transporte","Material rodoviário","Nível 1"
"GFSA3<XBSP>","Gafisa","ON","BR","ativo","2020-03-31","Construção","Ação","Bovespa","Consumo cíclico","01610","GFSA3","Construção de edifícios residenciais","Construção civil","Incorporações","Novo Mercado"
"OPGM3B<XBSP>","Gama Part","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","01796","OPGM3B","Administração de empresas e empreendimentos","Outros","Outros","Balcão Organizado"
"GSHP3<XBSP>","Generalshopp","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","02100","GSHP3","Locadora de imóveis","Exploração de imóveis","Exploração de imóveis","Novo Mercado"
"GEPA3<XBSP>","Ger Paranap","ON","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","01836","GEPA3","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Tradicional"
"GGBR4<XBSP>","Gerdau","PN","BR","ativo","2020-03-31","Siderur & Metalur","Ação","Bovespa","Materiais básicos","00398","GGBR4","Transformação de aço em produtos de aço","Siderurgia e metalurgia","Siderurgia","Nível 1"
"GOAU4<XBSP>","Gerdau Met","PN","BR","ativo","2020-03-31","Siderur & Metalur","Ação","Bovespa","Materiais básicos","00865","GOAU4","Transformação de aço em produtos de aço","Siderurgia e metalurgia","Siderurgia","Nível 1"
"GOLL4<XBSP>","Gol","PN","BR","ativo","2020-03-31","Transporte Serviç","Ação","Bovespa","Bens industriais","01956","GOLL4","Transporte aéreo regular","Transporte","Transporte aéreo","Nível 2"
"GPIV33<XBSP>","GP Invest","A","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","08002","GPIV33","Administração de empresas e empreendimentos","Serviços financeiros diversos","Gestão de recursos e investimentos","BDR nível 3"
"GPCP3<XBSP>","GPC Part","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Materiais básicos","01663","GPCP3","Administração de empresas e empreendimentos","Químicos","Petroquímicos","Tradicional"
"CGRA4<XBSP>","Grazziotin","PN","BR","ativo","2020-03-31","Comércio","Ação","Bovespa","Consumo cíclico","00453","CGRA4","Loja de roupas","Comércio","Tecidos vestuário e calçados","Tradicional"
"GRND3<XBSP>","Grendene","ON","BR","ativo","2020-03-31","Textil","Ação","Bovespa","Consumo cíclico","01961","GRND3","Indústria de calçados","Tecidos vestuário e calçados","Calçados","Novo Mercado"
"NTCO3<XBSP>","Grupo Natura","ON","BR","ativo","2020-03-31","Comércio","Ação","Bovespa","Consumo não cíclico","02478","NTCO3","Comércio atacadista de bens não duráveis variados","Produtos de uso pessoal e de limpeza","Produtos de uso pessoal","Novo Mercado"
"GUAR3<XBSP>","Guararapes","ON","BR","ativo","2020-03-31","Textil","Ação","Bovespa","Consumo cíclico","00466","GUAR3","Indústria de roupas de tecido","Comércio","Tecidos vestuário e calçados","Tradicional"
"HBTS5<XBSP>","Habitasul","PNA","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","00329","HBTS5","Administração de empresas e empreendimentos","Exploração de imóveis","Holdings diversificadas","Tradicional"
"HAGA4<XBSP>","Haga S/A","PN","BR","ativo","2020-03-31","Siderur & Metalur","Ação","Bovespa","Bens industriais","01336","HAGA4","Indústria de ferragens","Construção e engenharia","Produtos para construção","Tradicional"
"HAPV3<XBSP>","Hapvida","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Saúde","02439","HAPV3","Serviços ambulatoriais de saúde","Serviços médico-hospitalares análises e diagnósticos","Serviços médico-hospitalares análises e diagnósticos","Novo Mercado"
"HBOR3<XBSP>","Helbor","ON","BR","ativo","2020-03-31","Construção","Ação","Bovespa","Consumo cíclico","02087","HBOR3","Construção de edifícios residenciais","Construção civil","Incorporações","Novo Mercado"
"HETA4<XBSP>","Hercules","PN","BR","ativo","2020-03-31","Siderur & Metalur","Ação","Bovespa","Consumo cíclico","00662","HETA4","Indústria de ferramentas de metal não motorizadas e cutelaria","Utilidades domésticas","Utensílios domésticos","Tradicional"
"HOOT4<XBSP>","Hoteis Othon","PN","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Consumo cíclico","00670","HOOT4","Hotel, motel ou similar","Hotéis e restaurantes","Hotelaria","Tradicional"
"HYPE3<XBSP>","Hypera","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Saúde","02143","HYPE3","Outras outras indústrias","Comércio e distribuição","Medicamentos e outros produtos","Novo Mercado"
"IGBR3<XBSP>","IGB S/A","ON","BR","ativo","2020-03-31","Eletroeletrônicos","Ação","Bovespa","Consumo cíclico","00681","IGBR3","Indústria de equipamentos de áudio e vídeo","Exploração de imóveis","Eletrodomésticos","Tradicional"
"IGSN3<XBSP>","Igua SA","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Utilidade pública","02317","IGSN3","Água, esgoto e outros sistemas","Água e saneamento","Água e saneamento","Bovespa Mais"
"IGTA3<XBSP>","Iguatemi","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","02049","IGTA3","Locadora de imóveis","Exploração de imóveis","Exploração de imóveis","Novo Mercado"
"PARD3<XBSP>","Ihpardini","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Saúde","02409","PARD3","Laboratório de exames médicos","Serviços médico-hospitalares análises e diagnósticos","Serviços médico-hospitalares análises e diagnósticos","Novo Mercado"
"MEAL3<XBSP>","Imc S/A","ON","BR","ativo","2020-03-31","Comércio","Ação","Bovespa","Consumo cíclico","02357","MEAL3","Loja de comida e bebida","Hotéis e restaurantes","Restaurante e similares","Novo Mercado"
"CATA3<XBSP>","Ind Cataguas","ON","BR","ativo","2020-03-31","Textil","Ação","Bovespa","Consumo cíclico","00339","CATA3","Tecelagens","Tecidos vestuário e calçados","Fios e tecidos","Tradicional"
"ROMI3<XBSP>","Inds Romi","ON","BR","ativo","2020-03-31","Máquinas Indust","Ação","Bovespa","Bens industriais","00751","ROMI3","Indústria de máquinas industriais","Máquinas e equipamentos","Máq. e equip. industriais","Novo Mercado"
"INNT3<XBSP>","Inter SA","ON","BR","ativo","2020-03-31","Construção","Ação","Bovespa","Consumo cíclico","02427","INNT3","Construção de edifícios residenciais","Construção civil","Incorporações","Bovespa Mais"
"GNDI3<XBSP>","Intermedica","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Saúde","02438","GNDI3","Laboratório de exames médicos","Serviços médico-hospitalares análises e diagnósticos","Serviços médico-hospitalares análises e diagnósticos","Novo Mercado"
"IVPR3B<XBSP>","Invepar","ON","BR","ativo","2020-03-31","Transporte Serviç","Ação","Bovespa","Bens industriais","01877","IVPR3B","Atividades auxiliares ao transporte rodoviário","Transporte","Exploração de rodovias","Balcão Organizado"
"FIGE3<XBSP>","Invest Bemge","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","00604","FIGE3","Administração de empresas e empreendimentos","Outros","Outros","Tradicional"
"MYPK3<XBSP>","Iochp-Maxion","ON","BR","ativo","2020-03-31","Veiculos e peças","Ação","Bovespa","Consumo cíclico","01193","MYPK3","Indústria de autopeças","Automóveis e motocicletas","Automóveis e motocicletas","Novo Mercado"
"RANI3<XBSP>","Irani","ON","BR","ativo","2020-03-31","Papel e Celulose","Ação","Bovespa","Materiais básicos","00242","RANI3","Indústria de papel, celulose e papelão","Madeira e papel","Papel e celulose","Tradicional"
"ITSA4<XBSP>","Itausa","PN","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","00761","ITSA4","Administração de empresas e empreendimentos","Intermediários financeiros","Bancos","Nível 1"
"JBSS3<XBSP>","JBS","ON","BR","ativo","2020-03-31","Alimentos e Beb","Ação","Bovespa","Consumo não cíclico","02057","JBSS3","Abatedouros","Alimentos processados","Carnes e derivados","Novo Mercado"
"JPSA3<XBSP>","Jereissati","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","00867","JPSA3","Administração de empresas e empreendimentos","Exploração de imóveis","Exploração de imóveis","Tradicional"
"JHSF3<XBSP>","JHSF Part","ON","BR","ativo","2020-03-31","Construção","Ação","Bovespa","Consumo cíclico","02060","JHSF3","Construção","Construção civil","Incorporações","Novo Mercado"
"JOPA4<XBSP>","Josapar","PN","BR","ativo","2020-03-31","Alimentos e Beb","Ação","Bovespa","Consumo não cíclico","01328","JOPA4","Moinho de grãos","Alimentos processados","Alimentos diversos","Tradicional"
"JSLG3<XBSP>","JSL","ON","BR","ativo","2020-03-31","Transporte Serviç","Ação","Bovespa","Bens industriais","02202","JSLG3","Transporte rodoviário","Transporte","Transporte rodoviário","Novo Mercado"
"CTKA4<XBSP>","Karsten","PN","BR","ativo","2020-03-31","Textil","Ação","Bovespa","Consumo cíclico","00414","CTKA4","Indústria de roupas de tecido","Tecidos vestuário e calçados","Fios e tecidos","Tradicional"
"KEPL3<XBSP>","Kepler Weber","ON","BR","ativo","2020-03-31","Siderur & Metalur","Ação","Bovespa","Bens industriais","00787","KEPL3","Indústria de estruturas metálicas","Máquinas e equipamentos","Máq. e equip. industriais","Tradicional"
"KLBN11<XBSP>","Klabin S/A","UNT N2","BR","ativo","2020-03-31","Papel e Celulose","Ação","Bovespa","Materiais básicos","01265","KLBN11","Indústria de papel, celulose e papelão","Madeira e papel","Papel e celulose","Nível 2"
"LLIS3<XBSP>","Le Lis Blanc","ON","BR","ativo","2020-03-31","Textil","Ação","Bovespa","Consumo cíclico","02144","LLIS3","Tecelagens","Comércio","Tecidos vestuário e calçados","Novo Mercado"
"LMED3<XBSP>","Lifemed","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Saúde","02487","LMED3","Indústria de equipamentos e materiais para uso médico","Equipamentos","Equipamentos","Bovespa Mais"
"LIGT3<XBSP>","Light S/A","ON","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","01987","LIGT3","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Novo Mercado"
"LINX3<XBSP>","Linx","ON","BR","ativo","2020-03-31","Software e Dados","Ação","Bovespa","Tecnologia da informação","02303","LINX3","Editoras de software","Programas e serviços","Programas e serviços","Novo Mercado"
"LTEL3B<XBSP>","Litel","ON","BR","ativo","2020-03-31","Mineração","Ação","Bovespa","Materiais básicos","01509","LTEL3B","Mineração de metais","Mineração","Minerais metálicos","Balcão Organizado"
"LTLA3B<XBSP>","Litela","ON","BR","ativo","2020-03-31","Mineração","Ação","Bovespa","Materiais básicos","02475","LTLA3B","Mineração (exceto petróleo e gás)","Mineração","Minerais metálicos","Balcão Organizado"
"RENT3<XBSP>","Localiza","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Consumo cíclico","01973","RENT3","Locadora de automóveis","Diversos","Aluguel de carros","Novo Mercado"
"LCAM3<XBSP>","Locamerica","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Consumo cíclico","02269","LCAM3","Locadora de automóveis","Diversos","Aluguel de carros","Novo Mercado"
"LWSA3<XBSP>","Locaweb","ON","BR","ativo","2020-03-31","Software e Dados","Ação","Bovespa","Tecnologia da informação","02491","LWSA3","Editoras de software","Programas e serviços","Programas e serviços","Novo Mercado"
"LOGG3<XBSP>","Log Com Prop","ON","BR","ativo","2020-03-31","Construção","Ação","Bovespa","Financeiro","02327","LOGG3","Construção","Exploração de imóveis","Exploração de imóveis","Novo Mercado"
"LOGN3<XBSP>","Log-In","ON","BR","ativo","2020-03-31","Transporte Serviç","Ação","Bovespa","Bens industriais","02071","LOGN3","Atividades auxiliares ao transporte","Transporte","Transporte hidroviário","Novo Mercado"
"LAME4<XBSP>","Lojas Americ","PN","BR","ativo","2020-03-31","Comércio","Ação","Bovespa","Consumo cíclico","00808","LAME4","Loja de departamentos","Comércio","Produtos diversos","Nível 1"
"AMAR3<XBSP>","Lojas Marisa","ON","BR","ativo","2020-03-31","Comércio","Ação","Bovespa","Consumo cíclico","02205","AMAR3","Loja de roupas","Comércio","Tecidos vestuário e calçados","Novo Mercado"
"LREN3<XBSP>","Lojas Renner","ON","BR","ativo","2020-03-31","Comércio","Ação","Bovespa","Consumo cíclico","00813","LREN3","Loja de roupas","Comércio","Tecidos vestuário e calçados","Novo Mercado"
"LPSB3<XBSP>","Lopes Brasil","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","02037","LPSB3","Atividades relacionadas a imóveis","Exploração de imóveis","Intermediação imobiliária","Novo Mercado"
"LUPA3<XBSP>","Lupatech","ON","BR","ativo","2020-03-31","Siderur & Metalur","Ação","Bovespa","Petróleo gás e biocombustíveis","02006","LUPA3","Forjarias e estamparias","Petróleo gás e biocombustíveis","Equipamentos e serviços","Novo Mercado"
"MDIA3<XBSP>","M.Diasbranco","ON","BR","ativo","2020-03-31","Alimentos e Beb","Ação","Bovespa","Consumo não cíclico","02033","MDIA3","Outras indústrias de alimentos","Alimentos processados","Alimentos diversos","Novo Mercado"
"MSRO3<XBSP>","Maestroloc","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Consumo cíclico","02361","MSRO3","Locadora de automóveis","Diversos","Aluguel de carros","Bovespa Mais"
"MGLU3<XBSP>","Magaz Luiza","ON","BR","ativo","2020-03-31","Comércio","Ação","Bovespa","Consumo cíclico","02247","MGLU3","Loja de departamentos","Comércio","Eletrodomésticos","Novo Mercado"
"MGEL4<XBSP>","Mangels Indl","PN","BR","ativo","2020-03-31","Siderur & Metalur","Ação","Bovespa","Materiais básicos","00839","MGEL4","Forjarias e estamparias","Siderurgia e metalurgia","Artefatos de ferro e aço","Tradicional"
"POMO4<XBSP>","Marcopolo","PN","BR","ativo","2020-03-31","Veiculos e peças","Ação","Bovespa","Bens industriais","00845","POMO4","Indústria de carrocerias e trailers","Material de transporte","Material rodoviário","Nível 2"
"MRFG3<XBSP>","Marfrig","ON","BR","ativo","2020-03-31","Alimentos e Beb","Ação","Bovespa","Consumo não cíclico","02078","MRFG3","Abatedouros","Alimentos processados","Carnes e derivados","Novo Mercado"
"MSPA3<XBSP>","Melhor SP","ON","BR","ativo","2020-03-31","Papel e Celulose","Ação","Bovespa","Consumo cíclico","00365","MSPA3","Indústria de produtos de papel e papelão","Madeira e papel","Jornais livros e revistas","Tradicional"
"MEND5<XBSP>","Mendes Jr","PNA","BR","ativo","2020-03-31","Construção","Ação","Bovespa","Bens industriais","00478","MEND5","Outras construções pesadas e de engenharia civil","Construção e engenharia","Construção pesada","Tradicional"
"MNZC3B<XBSP>","Menezes Cort","ON","BR","ativo","2020-03-31","Transporte Serviç","Ação","Bovespa","Financeiro","01853","MNZC3B","Outras atividades auxiliares ao transporte","Exploração de imóveis","Exploração de imóveis","Balcão Organizado"
"MTIG4<XBSP>","Metal Iguacu","PN","BR","ativo","2020-03-31","Siderur & Metalur","Ação","Bovespa","Materiais básicos","00860","MTIG4","Outras indústrias de produtos de metal","Embalagens","Embalagens","Tradicional"
"LEVE3<XBSP>","Metal Leve","ON","BR","ativo","2020-03-31","Veiculos e peças","Ação","Bovespa","Consumo cíclico","00857","LEVE3","Indústria de autopeças","Automóveis e motocicletas","Automóveis e motocicletas","Novo Mercado"
"FRIO3<XBSP>","Metalfrio","ON","BR","ativo","2020-03-31","Máquinas Indust","Ação","Bovespa","Bens industriais","02061","FRIO3","Indústria de equipamentos de refrigeração","Máquinas e equipamentos","Máq. e equip. industriais","Novo Mercado"
"MTSA4<XBSP>","Metisa","PN","BR","ativo","2020-03-31","Siderur & Metalur","Ação","Bovespa","Bens industriais","00875","MTSA4","Outras indústrias de produtos de metal","Máquinas e equipamentos","Máq. e equip. construção e agrícolas","Tradicional"
"MILS3<XBSP>","Mills","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Bens industriais","02201","MILS3","Serviços de engenharia e arquitetura","Construção e engenharia","Serviços diversos","Novo Mercado"
"MMAQ4<XBSP>","Minasmaquinas","PN","BR","ativo","2020-03-31","Comércio","Ação","Bovespa","Bens industriais","00881","MMAQ4","Concessionárias de outros veículos motorizados","Comércio","Material de transporte","Tradicional"
"BEEF3<XBSP>","Minerva","ON","BR","ativo","2020-03-31","Alimentos e Beb","Ação","Bovespa","Consumo não cíclico","02093","BEEF3","Abatedouros","Alimentos processados","Carnes e derivados","Novo Mercado"
"MNPR3<XBSP>","Minupar","ON","BR","ativo","2020-03-31","Alimentos e Beb","Ação","Bovespa","Consumo não cíclico","01376","MNPR3","Abatedouros","Alimentos processados","Carnes e derivados","Tradicional"
"MTRE3<XBSP>","Mitre","ON","BR","ativo","2020-03-31","Construção","Ação","Bovespa","Consumo não cíclico","02490","MTRE3","Construção de edifícios residenciais","Construção civil","Incorporações","Novo Mercado"
"MMXM3<XBSP>","MMX Miner","ON","BR","ativo","2020-03-31","Mineração","Ação","Bovespa","Materiais básicos","01791","MMXM3","Mineração de metais","Mineração","Minerais metálicos","Novo Mercado"
"MOAR3<XBSP>","Mont Aranha","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","00889","MOAR3","Administração de empresas e empreendimentos","Holdings diversificadas","Holdings diversificadas","Tradicional"
"MDNE3<XBSP>","Moura Dubeux","ON","BR","ativo","2020-03-31","Construção","Ação","Bovespa","Consumo cíclico","02106","MDNE3","Construção de edifícios residenciais","Construção civil","Incorporações","Novo Mercado"
"MOVI3<XBSP>","Movida","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Consumo cíclico","02382","MOVI3","Locadora de automóveis","Diversos","Aluguel de carros","Novo Mercado"
"MRSA3B<XBSP>","Mrs Logist","ON","BR","ativo","2020-03-31","Transporte Serviç","Ação","Bovespa","Bens industriais","01794","MRSA3B","Transporte ferroviário","Transporte","Transporte ferroviário","Balcão Organizado"
"MRVE3<XBSP>","MRV","ON","BR","ativo","2020-03-31","Construção","Ação","Bovespa","Consumo cíclico","02091","MRVE3","Construção de edifícios residenciais","Construção civil","Incorporações","Novo Mercado"
"MULT3<XBSP>","Multiplan","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","02098","MULT3","Locadora de imóveis","Exploração de imóveis","Exploração de imóveis","Nível 2"
"MNDL3<XBSP>","Mundial","ON","BR","ativo","2020-03-31","Siderur & Metalur","Ação","Bovespa","Consumo cíclico","00531","MNDL3","Indústria de ferragens","Tecidos vestuário e calçados","Acessórios","Tradicional"
"NEOE3<XBSP>","Neoenergia","ON","BR","ativo","2020-03-31","Energia Elétrica","Ação","Bovespa","Utilidade pública","01553","NEOE3","Geração, transmissão e distribuição de energia elétrica","Energia elétrica","Energia elétrica","Novo Mercado"
"NORD3<XBSP>","Nordon Met","ON","BR","ativo","2020-03-31","Máquinas Indust","Ação","Bovespa","Bens industriais","00908","NORD3","Indústria de outros tipos de máquinas","Máquinas e equipamentos","Máq. e equip. industriais","Tradicional"
"NRTQ3<XBSP>","Nortcquimica","ON","BR","ativo","2020-03-31","Química","Ação","Bovespa","Saúde","02298","NRTQ3","Indústria de remédios","Medicamentos e outros produtos","Medicamentos e outros produtos","Bovespa Mais"
"NUTR3<XBSP>","Nutriplant","ON","BR","ativo","2020-03-31","Química","Ação","Bovespa","Materiais básicos","02133","NUTR3","Indústria de fertilizantes e pesticidas","Químicos","Fertilizantes e defensivos","Bovespa Mais"
"ODER4<XBSP>","Oderich","PN","BR","ativo","2020-03-31","Alimentos e Beb","Ação","Bovespa","Consumo não cíclico","00469","ODER4","Indústria de frutas e vegetais em conserva e comidas especiais","Alimentos processados","Alimentos diversos","Tradicional"
"ODPV3<XBSP>","Odontoprev","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Saúde","02012","ODPV3","Consultório odontológico","Serviços médico-hospitalares análises e diagnósticos","Serviços médico-hospitalares análises e diagnósticos","Novo Mercado"
"OIBR3<XBSP>","Oi","ON","BR","ativo","2020-03-31","Telecomunicações","Ação","Bovespa","Comunicações","01131","OIBR3","Telecomunicações","Telecomunicações","Telecomunicações","Nível 1"
"OMGE3<XBSP>","Omega Ger","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Utilidade pública","02342","OMGE3","Administração de empresas e empreendimentos","Energia elétrica","Energia elétrica","Novo Mercado"
"OPHE3B<XBSP>","Opport Energ","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","01694","OPHE3B","Administração de empresas e empreendimentos","Outros","Outros","Balcão Organizado"
"OSXB3<XBSP>","OSX Brasil","ON","BR","ativo","2020-03-31","Veiculos e peças","Ação","Bovespa","Petróleo gás e biocombustíveis","02134","OSXB3","Estaleiros","Petróleo gás e biocombustíveis","Equipamentos e serviços","Novo Mercado"
"OFSA3<XBSP>","Ourofino S/A","ON","BR","ativo","2020-03-31","Química","Ação","Bovespa","Saúde","02350","OFSA3","Indústria de remédios","Medicamentos e outros produtos","Medicamentos e outros produtos","Novo Mercado"
"PCAR3<XBSP>","P.Acucar-Cbd","ON","BR","ativo","2020-03-31","Comércio","Ação","Bovespa","Consumo não cíclico","01482","PCAR3","Loja de departamentos","Comércio e distribuição","Alimentos","Novo Mercado"
"PDTC3<XBSP>","Padtec","ON","BR","ativo","2020-03-31","Software e Dados","Ação","Bovespa","Financeiro","01841","PDTC3","Editoras de software","Serviços financeiros diversos","Programas e serviços","Tradicional"
"PATI3<XBSP>","Panatlantica","ON","BR","ativo","2020-03-31","Siderur & Metalur","Ação","Bovespa","Materiais básicos","00009","PATI3","Transformação de aço em produtos de aço","Siderurgia e metalurgia","Artefatos de ferro e aço","Tradicional"
"PEAB3<XBSP>","Par Al Bahia","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","01870","PEAB3","Administração de empresas e empreendimentos","Holdings diversificadas","Holdings diversificadas","Tradicional"
"PMAM3<XBSP>","Paranapanema","ON","BR","ativo","2020-03-31","Siderur & Metalur","Ação","Bovespa","Materiais básicos","00939","PMAM3","Outras indústrias de produtos de metal","Siderurgia e metalurgia","Artefatos de cobre","Novo Mercado"
"PALF7<XBSP>","Paul F Luz","PNC","BR","cancelado","2020-03-31","Energia Elétrica","Ação","Bovespa","-","00382","PALF7","Geração, transmissão e distribuição de energia elétrica","-","-","-"
"PDGR3<XBSP>","PDG Realt","ON","BR","ativo","2020-03-31","Construção","Ação","Bovespa","Consumo cíclico","02047","PDGR3","Construção de edifícios residenciais","Construção civil","Incorporações","Novo Mercado"
"RPMG3<XBSP>","Pet Manguinh","ON","BR","ativo","2020-03-31","Petróleo e Gas","Ação","Bovespa","Petróleo gás e biocombustíveis","00998","RPMG3","Indústria de produtos de petróleo e carvão","Petróleo gás e biocombustíveis","Exploração refino e distribuição","Tradicional"
"PETR4<XBSP>","Petrobras","PN","BR","ativo","2020-03-31","Petróleo e Gas","Ação","Bovespa","Petróleo gás e biocombustíveis","00951","PETR4","Extração de petróleo e gás","Petróleo gás e biocombustíveis","Exploração refino e distribuição","Nível 2"
"BRDT3<XBSP>","Petrobras BR","ON","BR","ativo","2020-03-31","Petróleo e Gas","Ação","Bovespa","Petróleo gás e biocombustíveis","02429","BRDT3","Comércio atacadista de petróleo e produtos de petróleo","Petróleo gás e biocombustíveis","Exploração refino e distribuição","Novo Mercado"
"PRIO3<XBSP>","Petrorio","ON","BR","ativo","2020-03-31","Petróleo e Gas","Ação","Bovespa","Petróleo gás e biocombustíveis","02218","PRIO3","Extração de petróleo e gás","Petróleo gás e biocombustíveis","Exploração refino e distribuição","Novo Mercado"
"PTNT4<XBSP>","Pettenati","PN","BR","ativo","2020-03-31","Textil","Ação","Bovespa","Consumo cíclico","00953","PTNT4","Tecelagens","Tecidos vestuário e calçados","Fios e tecidos","Tradicional"
"PLAS3<XBSP>","Plascar Part","ON","BR","ativo","2020-03-31","Veiculos e peças","Ação","Bovespa","Consumo cíclico","01347","PLAS3","Indústria de autopeças","Automóveis e motocicletas","Automóveis e motocicletas","Tradicional"
"PPAR3<XBSP>","Polpar","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","01344","PPAR3","Administração de empresas e empreendimentos","Outros","Outros","Tradicional"
"FRTA3<XBSP>","Pomifrutas","ON","BR","ativo","2020-03-31","Agro e Pesca","Ação","Bovespa","Consumo não cíclico","01965","FRTA3","Cultivo de frutas e nozes","Agropecuária","Agricultura","Novo Mercado"
"PTBL3<XBSP>","Portobello","ON","BR","ativo","2020-03-31","Minerais não Met","Ação","Bovespa","Bens industriais","01377","PTBL3","Indústria de produtos de cerâmica e refratários","Construção e engenharia","Produtos para construção","Novo Mercado"
"POSI3<XBSP>","Positivo Tec","ON","BR","ativo","2020-03-31","Eletroeletrônicos","Ação","Bovespa","Tecnologia da informação","02036","POSI3","Indústria de computadores e periféricos","Computadores e equipamentos","Computadores e equipamentos","Novo Mercado"
"PTCA3<XBSP>","Pratica","ON","BR","ativo","2020-03-31","Eletroeletrônicos","Ação","Bovespa","Bens industriais","02454","PTCA3","Indústria de eletrodomésticos","Máquinas e equipamentos","Máq. e equip. industriais","Bovespa Mais Nível 2"
"PRNR3<XBSP>","Priner","ON","BR","ativo","2020-03-31","Construção","Ação","Bovespa","Bens industriais","02423","PRNR3","Construção de edifícios residenciais","Serviços diversos","Serviços diversos","Novo Mercado"
"PFRM3<XBSP>","Profarma","ON","BR","ativo","2020-03-31","Comércio","Ação","Bovespa","Saúde","02034","PFRM3","Comércio atacadista de remédios","Comércio e distribuição","Medicamentos e outros produtos","Novo Mercado"
"PRMN3B<XBSP>","Proman","ON","BR","cancelado","2020-03-31","Energia Elétrica","Ação","Bovespa","-","01923","PRMN3B","Empresa de eletricidade, gás e água","-","-","Balcão Organizado"
"PRPT3B<XBSP>","Prompt","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Financeiro","01833","PRPT3B","Administração de empresas e empreendimentos","Outros","Outros","Balcão Organizado"
"QUAL3<XBSP>","Qualicorp","ON","BR","ativo","2020-03-31","Outros","Ação","Bovespa","Saúde","02249","QUAL3","Outros serviços ambulatoriais de saúde","Serviços médico-hospitalares análises e diagnósticos","Serviços médico-hospitalares análises e diagnósticos","Novo Mercado"
